Edge				Weight
108095 - 215674 	1143.844216 
242568 - 228084 	927.010997 
231839 - 232940 	2160.784704 
116439 - 239982 	4250.805834 
233370 - 116537 	2932.095491 
123657 - 123230 	733.209863 
167145 - 168186 	1557.313241 
2033348 - 189964 	2832.762602 
262995 - 252525 	1804.632159 
123507 - 257323 	958.817694 
2035911 - 274696 	4912.123592 
190068 - 297935 	2363.673643 
161023 - 164443 	2827.804783 
291322 - 288830 	2952.296244 
206745 - 206759 	897.937185 
217660 - 218407 	932.659785 
211991 - 236564 	4786.588356 
157560 - 157563 	285.742239 
157560 - 160376 	1975.987076 
246826 - 258043 	3233.579028 
268490 - 269289 	4077.657502 
220765 - 215760 	2404.488695 
292202 - 216420 	2815.631097 
273807 - 109312 	822.624813 
257146 - 185399 	2353.691214 
201744 - 202172 	3134.664481 
293844 - 267915 	2309.228843 
276663 - 277598 	726.158643 
119949 - 284810 	1685.372827 
192086 - 2004473 	4323.833923 
2000030 - 213734 	1717.481837 
238406 - 284461 	1314.110527 
300782 - 295980 	2245.790090 
227630 - 2033384 	3537.835510 
203494 - 203481 	1054.521827 
281348 - 205884 	1738.109951 
248875 - 243535 	3957.861667 
193359 - 244872 	1588.488758 
265080 - 245025 	2605.212260 
249629 - 125816 	1590.240242 
170977 - 143196 	1139.871965 
141232 - 145549 	42149.396103 
145549 - 169010 	774.388025 
280149 - 267165 	6107.402681 
289283 - 270303 	4640.354678 
284479 - 273251 	1945.867197 
118112 - 293844 	3820.852907 
306345 - 306742 	1620.437612 
262101 - 270212 	1519.236264 
2015586 - 2002990 	3230.692676 
270303 - 2017071 	2415.250072 
167196 - 165718 	585.420020 
271723 - 186772 	3716.474806 
242568 - 191000 	2517.626758 
109846 - 267716 	4678.775944 
108932 - 276334 	1912.153917 
271203 - 276776 	2455.156062 
295356 - 298210 	364.628787 
225775 - 221611 	250.629641 
103842 - 103266 	1044.421330 
168186 - 162261 	1967.171625 
2014432 - 189595 	2661.536935 
285602 - 196080 	3068.657667 
266797 - 267256 	3511.672320 
2021251 - 296052 	3648.092279 
297155 - 297133 	3267.741953 
277537 - 271723 	4091.142731 
2011973 - 225775 	2789.093763 
2000725 - 226191 	15492.243645 
239392 - 243088 	3123.352856 
121758 - 109105 	1528.493972 
258432 - 132966 	4071.421818 
2035853 - 134418 	4197.779538 
142061 - 155083 	2159.122993 
163936 - 164113 	508.883328 
229705 - 199334 	3753.277320 
2035797 - 256851 	4038.802105 
221511 - 2016934 	2773.512470 
114868 - 282098 	2287.740951 
2020267 - 221511 	1587.240597 
205196 - 232013 	905.435930 
187659 - 240130 	690.996499 
121758 - 228866 	975.655121 
144183 - 146165 	264.396226 
198147 - 198288 	3316.692476 
139139 - 264807 	1521.258405 
273728 - 268490 	3570.969766 
194275 - 284594 	1785.350908 
226369 - 2000030 	8777.798202 
110040 - 2036037 	1822.111201 
302125 - 239667 	1752.563048 
101941 - 103062 	129.697528 
102126 - 104482 	1467.542430 
158396 - 154072 	1538.189259 
159186 - 163132 	1709.156989 
277537 - 271203 	3785.717483 
268372 - 273728 	4479.098491 
272790 - 284479 	692.628953 
213144 - 292202 	1531.144070 
301225 - 301349 	1286.615523 
248875 - 227604 	3363.198356 
2009308 - 105935 	2450.629783 
215674 - 108723 	3656.238735 
249302 - 122807 	1590.456297 
150898 - 150883 	966.898221 
171404 - 160923 	1612.761823 
245025 - 198515 	333.822156 
2019128 - 258313 	2033.763694 
289343 - 289235 	392.877301 
2001252 - 2001478 	1518.689536 
128642 - 2002104 	2922.131773 
250524 - 2022546 	1766.538196 
284461 - 284531 	676.868561 
245564 - 248414 	1454.181630 
240124 - 121593 	3047.263297 
216279 - 126922 	1229.051112 
227998 - 138288 	1166.726208 
164443 - 140260 	2738.852706 
143973 - 144183 	976.742707 
158850 - 158301 	1602.857181 
2028127 - 291322 	889.562323 
276295 - 276392 	618.511006 
195905 - 2030833 	674.564425 
233083 - 216279 	2145.744033 
222806 - 241758 	100.836935 
171578 - 163789 	1367.658827 
162261 - 168486 	937.250550 
262692 - 193964 	2278.287526 
140917 - 197362 	2879.405450 
255358 - 212889 	1887.802867 
234689 - 2035911 	4376.065931 
261241 - 211991 	3734.044888 
295715 - 218447 	1814.305103 
2017071 - 226652 	5062.395555 
298788 - 242568 	695.900965 
151554 - 141232 	3558.327879 
160217 - 156546 	466.949981 
265754 - 190882 	1726.890832 
110600 - 258622 	2912.379100 
228435 - 261769 	2407.563283 
185565 - 230479 	2549.571232 
104866 - 104725 	959.941438 
143908 - 143866 	1588.243982 
153586 - 168081 	684.994520 
268372 - 188208 	3689.121206 
347814 - 189355 	2879.851258 
193964 - 201442 	1512.277920 
201845 - 201837 	964.470504 
2002719 - 201853 	3768.602630 
213691 - 2000725 	9161.632918 
2016068 - 2015200 	3031.061796 
254906 - 128397 	1893.615737 
118112 - 227448 	1838.868577 
233370 - 233371 	99.209553 
128068 - 128070 	175.132257 
245811 - 136858 	2215.116941 
155523 - 154961 	878.045634 
171170 - 158635 	878.792585 
132978 - 250688 	3413.255777 
186371 - 292108 	1037.894910 
193184 - 2009308 	1891.703026 
306742 - 305933 	773.650276 
171044 - 273716 	2677.213782 
2029411 - 2001877 	2613.683595 
2006948 - 2003867 	3494.248460 
201744 - 2004323 	6296.752179 
288470 - 2018467 	3875.585808 
265737 - 2034595 	3915.032209 
206759 - 207359 	2325.128157 
283663 - 119949 	2774.330708 
211920 - 190459 	2346.833451 
200130 - 254912 	847.642167 
2022092 - 261501 	1527.038311 
199506 - 284091 	562.830828 
2020820 - 290353 	2792.732865 
267256 - 2029990 	2882.145977 
2030833 - 231839 	4434.161149 
148237 - 148270 	1632.251185 
296275 - 296161 	3493.470054 
302370 - 302347 	4142.345500 
297155 - 307517 	1109.298663 
2013102 - 2003501 	6718.842376 
204902 - 204151 	2032.439364 
203481 - 219207 	1946.838208 
231839 - 238767 	2183.900746 
203247 - 240854 	2403.215967 
109105 - 109485 	1500.933440 
250209 - 136924 	1734.165131 
143680 - 151413 	2183.342772 
161338 - 157419 	1283.090060 
293625 - 267905 	2533.386149 
2000725 - 2000514 	5336.889888 
284448 - 238406 	2525.943957 
244872 - 114074 	1682.852197 
280604 - 114868 	3498.721360 
170048 - 144868 	972.995754 
232271 - 190593 	3168.180000 
252848 - 253070 	332.580466 
124666 - 269967 	1585.696022 
292118 - 284482 	1252.699326 
2013102 - 2012451 	3106.884411 
2028551 - 220924 	3016.050023 
270470 - 239579 	2971.826876 
281354 - 242526 	4451.655061 
240854 - 247356 	3577.693474 
2020267 - 112165 	3809.564331 
2029498 - 124666 	3023.178239 
300936 - 138482 	1356.547070 
163936 - 161023 	1928.469124 
137450 - 300647 	4909.115955 
163132 - 2021869 	1714.649452 
243199 - 243245 	2566.629954 
248414 - 248406 	493.461820 
170301 - 152627 	1281.228701 
234689 - 186138 	2302.807224 
171654 - 187659 	4782.162562 
204807 - 250209 	2391.250396 
115182 - 257774 	1933.196550 
232940 - 259532 	4212.460977 
284810 - 273035 	4637.145617 
305493 - 312552 	680.434530 
2004816 - 2007351 	3119.917896 
186371 - 2022372 	3759.826631 
168742 - 157760 	795.086599 
217654 - 217741 	1400.810457 
241923 - 241682 	1256.892642 
134402 - 134396 	172.072474 
169010 - 163936 	2133.977028 
2029016 - 201058 	1402.801514 
2027701 - 273558 	3404.728079 
179451 - 2031457 	1594.451466 
245564 - 206697 	780.928411 
123919 - 233370 	1279.511962 
282098 - 238369 	3979.837473 
244991 - 245242 	260.256610 
220924 - 114906 	5060.833839 
301052 - 125635 	3778.640564 
125748 - 289454 	2730.301779 
292108 - 300936 	2071.983078 
280604 - 2014432 	3531.521639 
2020369 - 2020267 	323.222357 
243162 - 256599 	1153.394339 
158301 - 154165 	633.568165 
198916 - 203247 	5518.971765 
252735 - 214404 	3766.052004 
2022285 - 113640 	1910.240468 
152613 - 156310 	449.826117 
235384 - 276295 	2429.161242 
278542 - 278428 	1491.985932 
293819 - 293625 	2385.769345 
206944 - 224839 	3482.112550 
199828 - 229705 	2346.647954 
211592 - 229910 	2755.724057 
140621 - 149001 	1002.545762 
299959 - 198147 	1010.136028 
144868 - 167196 	665.869130 
2029990 - 227998 	1144.803782 
285602 - 239392 	3728.917765 
108723 - 108295 	2102.836050 
154961 - 158850 	1855.548977 
157542 - 170301 	1388.582172 
137625 - 193134 	506.414678 
276216 - 275946 	2690.733330 
261241 - 279508 	2604.064977 
2034743 - 301052 	2721.820630 
147715 - 147707 	1604.584605 
143196 - 153569 	165.376465 
151554 - 162529 	1290.776061 
138288 - 195944 	2423.945579 
141808 - 346399 	29978.025677 
2031457 - 2018247 	2641.392404 
228782 - 2028783 	4092.443305 
208693 - 208541 	2551.415492 
207606 - 213816 	3648.097612 
201442 - 226369 	5812.990115 
102819 - 135320 	2518.156630 
153536 - 140969 	1072.459105 
231996 - 201098 	1806.812595 
284759 - 284448 	1899.949549 
189211 - 293324 	2752.700763 
257774 - 227406 	4867.418579 
139633 - 221771 	3433.715452 
2018090 - 231996 	2462.530284 
170301 - 147964 	1384.695697 
107457 - 277823 	1750.193624 
232226 - 232271 	629.991806 
123657 - 2029498 	3009.720909 
2023172 - 205196 	1926.764150 
2034350 - 213259 	2719.565727 
213734 - 213691 	4687.389093 
279539 - 224216 	1333.849607 
2035527 - 234312 	3027.333292 
213734 - 2001252 	2391.344620 
302046 - 2025696 	2244.525904 
191000 - 211592 	2111.660092 
257130 - 228782 	4978.525194 
100397 - 101302 	1762.091829 
223071 - 105369 	2571.706691 
258313 - 135533 	2031.083841 
142059 - 142061 	195.046906 
171578 - 152426 	625.200624 
252083 - 155718 	4051.212049 
302451 - 302370 	6685.743833 
155718 - 206447 	3834.579554 
206944 - 212091 	3570.195160 
206697 - 206705 	390.076846 
200332 - 212106 	1799.644116 
229168 - 229177 	1713.535006 
135533 - 135575 	763.891417 
160376 - 160273 	1202.966607 
153569 - 171044 	736.187245 
247309 - 190157 	2887.704335 
190882 - 251125 	1103.847204 
190459 - 257146 	3297.402798 
214404 - 231656 	2137.677846 
216420 - 239827 	3818.616616 
103266 - 241923 	643.441296 
249022 - 102109 	4193.320848 
2033348 - 122601 	237.927248 
140889 - 144999 	3414.134401 
2001886 - 187051 	1214.222010 
295715 - 300782 	1564.127801 
102425 - 111011 	235.421898 
259532 - 206745 	1912.115165 
241923 - 222806 	1916.330805 
203011 - 247421 	3716.136760 
295195 - 124320 	1872.840783 
154165 - 154088 	1618.933025 
291910 - 137450 	4167.012584 
126256 - 149781 	1096.371228 
172249 - 159186 	1201.186227 
208126 - 185565 	2327.141809 
116555 - 187665 	1510.105082 
279865 - 261241 	3610.281248 
269967 - 269948 	275.839755 
270303 - 270825 	764.798912 
184696 - 292307 	811.014954 
279515 - 307499 	1245.884082 
271108 - 207779 	363.603947 
113640 - 102093 	2594.124055 
269901 - 126241 	2464.976841 
2011973 - 137135 	1612.950338 
148270 - 148285 	877.511103 
223003 - 151246 	13231.047537 
151246 - 155523 	1849.212278 
289878 - 269837 	1720.839447 
319292 - 323664 	4497.086471 
268072 - 296396 	1522.458095 
2005101 - 2004816 	3401.291347 
2006378 - 2006948 	2030.883189 
102425 - 2023072 	4702.756821 
2023072 - 125188 	3983.137491 
113640 - 125791 	1964.964967 
275946 - 272439 	3111.713333 
278172 - 277760 	1151.735426 
233371 - 287141 	854.907501 
109312 - 348159 	4547.151876 
158301 - 170048 	729.438758 
215838 - 2029411 	2022.264105 
2029990 - 224236 	3760.625548 
138482 - 138506 	550.030389 
250354 - 250188 	125.037293 
247356 - 251002 	5488.481602 
278172 - 277482 	570.532986 
199506 - 292118 	1660.239239 
306345 - 206779 	3660.270301 
246436 - 246278 	823.712901 
102126 - 104443 	575.770502 
278273 - 121362 	1235.963716 
196080 - 140917 	4232.239267 
144998 - 171404 	2503.011782 
125188 - 186724 	455.597471 
254828 - 254868 	530.493028 
2034350 - 288652 	2239.495726 
288830 - 290682 	4468.273226 
294015 - 293819 	1548.546817 
273035 - 292115 	2938.277882 
213144 - 283737 	3167.103684 
205889 - 205897 	962.006954 
231656 - 233083 	179.986743 
198288 - 161671 	4082.038950 
295980 - 186371 	2615.921891 
229625 - 189892 	3873.914558 
2029498 - 192609 	3731.331298 
269967 - 283179 	1756.838989 
239723 - 285537 	2335.373031 
2004323 - 2002719 	8625.934051 
225775 - 266797 	2566.445778 
277760 - 276641 	496.301936 
289454 - 289283 	2265.748895 
2009261 - 2014474 	1683.552421 
2001478 - 207410 	7313.299516 
253772 - 252085 	3133.316671 
217605 - 278874 	2563.422246 
270825 - 294015 	1692.396713 
124320 - 295438 	2623.285539 
224839 - 319286 	5971.679063 
2004816 - 2006378 	3606.628098 
109495 - 2007610 	1383.112328 
273035 - 2021253 	2963.089548 
283179 - 2029016 	1810.962640 
252848 - 253035 	79.222992 
229428 - 244624 	999.056367 
2011807 - 137625 	744.860688 
161671 - 164623 	929.737338 
212889 - 249832 	814.670192 
206759 - 253772 	4593.579610 
297133 - 281590 	4729.853223 
127177 - 284865 	3656.565828 
219863 - 2020820 	965.153489 
257146 - 2027701 	5365.393649 
232226 - 211920 	3055.062115 
289235 - 219785 	555.387372 
128974 - 233108 	1328.621688 
249629 - 209096 	2413.607646 
251002 - 212810 	2521.923491 
287661 - 229625 	926.655390 
129481 - 129677 	558.421868 
193053 - 194466 	166.242491 
256851 - 256980 	4735.012644 
281590 - 261267 	3325.347721 
124985 - 299636 	953.404830 
186254 - 203011 	4079.792132 
134396 - 131681 	3086.462321 
165406 - 152397 	3092.462095 
140170 - 165406 	1602.179826 
229625 - 186923 	1158.801466 
189355 - 199828 	2456.581677 
232940 - 252307 	1424.903720 
253772 - 252538 	2746.280614 
290682 - 290859 	2058.768855 
256980 - 243162 	2460.868484 
156605 - 123919 	1211.228374 
164443 - 146134 	1400.454309 
126241 - 2028127 	3300.612957 
2014478 - 2007896 	1533.658039 
138077 - 2011807 	681.514272 
2022092 - 2027539 	252.728357 
136581 - 219548 	2567.153332 
131681 - 131580 	4329.347027 
232271 - 139825 	3009.291367 
156941 - 143546 	1975.488947 
144248 - 143646 	1522.678020 
169097 - 152352 	1336.510566 
156516 - 163642 	1232.252018 
154072 - 165178 	2402.720451 
2004816 - 2006692 	3377.982538 
187588 - 2018424 	405.640475 
228866 - 2018827 	1377.023796 
2019656 - 2023730 	1024.223401 
204807 - 2028904 	2029.556532 
218447 - 217605 	692.333794 
279865 - 219447 	606.415584 
300647 - 112784 	1427.922759 
129772 - 129481 	469.620122 
126922 - 133695 	3200.459152 
143313 - 156516 	1132.439194 
148810 - 171578 	1686.407395 
192609 - 192086 	1831.396979 
262584 - 195905 	4402.292327 
212810 - 255274 	2492.976520 
128309 - 260754 	2067.304321 
205008 - 271108 	1862.246378 
2023868 - 2023889 	849.390258 
231839 - 2030504 	3031.908258 
215074 - 238951 	541.177016 
109312 - 119387 	1628.291296 
195427 - 124270 	2728.492016 
123517 - 125748 	5186.488135 
156546 - 141161 	904.977533 
140260 - 157202 	1028.153412 
256599 - 257130 	1189.478645 
232096 - 264080 	3550.320123 
2022372 - 295546 	3091.633777 
197435 - 2035853 	4060.336126 
240989 - 230866 	3027.296352 
277643 - 236336 	1574.744299 
207081 - 291053 	2657.051037 
293819 - 223609 	1007.213545 
109485 - 109495 	1007.602531 
157419 - 157560 	1346.434755 
162813 - 162810 	283.487089 
114906 - 280604 	4294.512290 
292307 - 283940 	1753.500014 
215760 - 298788 	3379.775659 
254017 - 254290 	1974.499746 
229428 - 244606 	1016.819171 
101302 - 100893 	1249.823414 
217741 - 127313 	1291.558468 
147964 - 164883 	2894.954287 
163132 - 166974 	1595.821266 
2006470 - 202408 	611.520529 
186104 - 262101 	1883.888869 
2035853 - 262584 	3262.561458 
2032033 - 279515 	2548.284118 
239827 - 285826 	3538.416561 
116537 - 287661 	2865.935073 
2007896 - 300589 	2595.090418 
2010971 - 2011131 	243.592746 
104866 - 208410 	2900.376470 
132284 - 2035822 	809.081812 
2036086 - 2036084 	83.142495 
248652 - 204807 	2139.363438 
236564 - 211432 	2745.347113 
218407 - 217654 	677.779040 
247309 - 240124 	1849.062903 
239982 - 247309 	1722.789567 
292582 - 120684 	2351.837678 
148285 - 148440 	2874.834189 
154807 - 152741 	1114.732422 
2019042 - 301308 	2557.424302 
123919 - 2018036 	2276.415887 
286225 - 286390 	2353.247869 
190605 - 220765 	2499.684901 
294015 - 2035805 	3588.875623 
238682 - 219741 	1634.573627 
208693 - 223071 	5633.099020 
127308 - 229168 	1273.438120 
2035060 - 252735 	2228.875618 
2014550 - 2015629 	2084.213999 
2027519 - 204712 	1686.554523 
277105 - 205795 	2503.026274 
277823 - 108095 	1539.046134 
131580 - 131424 	590.565703 
138060 - 138062 	40.146222 
152426 - 152431 	339.525038 
159109 - 171254 	732.468590 
210818 - 190605 	555.917561 
203011 - 249629 	1976.889833 
282098 - 263986 	2855.091494 
2028783 - 2018371 	2433.666547 
221548 - 2020369 	1867.688794 
2028783 - 2032983 	2669.743600 
205795 - 2032033 	2861.247338 
260754 - 213083 	622.184836 
274696 - 226938 	2914.917759 
103062 - 101673 	2763.236966 
158850 - 149537 	1083.263252 
154961 - 158379 	891.698381 
276216 - 272446 	3271.360550 
213382 - 2009261 	2193.545359 
163789 - 140889 	1928.532571 
348159 - 2018090 	4219.626860 
221771 - 2035527 	1752.928528 
255358 - 203494 	3626.241761 
209096 - 228178 	5058.838010 
249629 - 116555 	2940.957074 
121593 - 121664 	1610.758969 
265083 - 252083 	4208.608933 
254495 - 254505 	1684.694945 
2030504 - 259674 	1499.619532 
227998 - 267281 	1446.210061 
235384 - 276098 	439.691674 
307517 - 280149 	2791.761780 
219548 - 280362 	5177.009267 
149001 - 2036322 	1384.210927 
195944 - 221548 	4476.901292 
277865 - 108932 	1531.724974 
2009308 - 116509 	2646.303364 
205196 - 128068 	1785.744530 
155383 - 157542 	1541.661905 
250688 - 252848 	3644.798705 
214404 - 254828 	4646.966632 
261966 - 255636 	4733.526374 
125748 - 289451 	2989.769772 
2001877 - 213144 	2708.613632 
250524 - 229428 	3207.201103 
277482 - 106211 	1514.131402 
140260 - 152641 	1093.565110 
146737 - 160693 	664.710705 
141173 - 161905 	360.140566 
204167 - 168742 	5511.869577 
163936 - 169097 	1935.990708 
267905 - 270470 	1110.671893 
277626 - 276216 	2587.010238 
228866 - 278542 	1753.470120 
132966 - 132978 	417.795936 
152741 - 143973 	2423.294479 
120684 - 144538 	3338.584687 
157542 - 157713 	371.502119 
199334 - 195403 	3336.981712 
233140 - 257658 	1093.914867 
223206 - 261966 	1999.903007 
2006542 - 2006564 	4100.971875 
128273 - 232096 	2656.764790 
238951 - 233140 	789.224231 
278874 - 104866 	1347.655870 
2001877 - 184696 	1167.542309 
284176 - 283663 	1629.555837 
291053 - 288470 	2656.994761 
286225 - 319611 	1066.509657 
205884 - 205889 	327.187068 
2001478 - 213418 	1194.447232 
244991 - 233396 	2598.117594 
246527 - 246436 	636.049017 
257658 - 122215 	2256.366881 
129677 - 130547 	1055.271203 
156845 - 144090 	1354.079659 
166974 - 159109 	1481.184015 
171773 - 171760 	115.272114 
271203 - 277626 	2995.848957 
207359 - 193359 	4204.598141 
149781 - 266443 	1144.421075 
128273 - 2011973 	1790.392573 
280149 - 279562 	1168.943613 
2022308 - 203811 	556.787458 
198388 - 210818 	3425.690805 
2032983 - 215838 	3475.970668 
102093 - 240947 	1838.439479 
244624 - 244245 	3327.278653 
100893 - 100777 	578.512743 
112165 - 102819 	903.766465 
292115 - 114547 	4591.318963 
131424 - 131112 	328.136537 
239667 - 189211 	2596.538024 
133561 - 197435 	1466.939301 
247356 - 255719 	1823.152099 
232535 - 262995 	3796.271011 
197362 - 272790 	4323.364147 
204151 - 290057 	952.863700 
202172 - 2012741 	3090.978122 
105935 - 348091 	2592.723484 
213083 - 128273 	4981.577896 
153536 - 168148 	1068.123925 
149948 - 170458 	444.241024 
122215 - 257647 	1194.276523 
2023730 - 2023811 	2827.894884 
189892 - 2034743 	2420.715477 
201853 - 201845 	847.308413 
261267 - 261292 	1354.930424 
2016068 - 2015807 	1450.962413 
300589 - 2021556 	1607.851457 
125791 - 2022308 	1117.874128 
227448 - 227435 	2762.458709 
153471 - 228435 	2454.396612 
256980 - 242091 	2330.509985 
107615 - 107174 	1547.067033 
107423 - 107562 	1698.664346 
143680 - 144248 	841.280928 
156516 - 156605 	293.857484 
219207 - 276663 	1361.630368 
279515 - 297155 	2289.314813 
218919 - 204167 	2213.762480 
2002990 - 2006542 	1648.199749 
108095 - 2032367 	211.663595 
103119 - 101941 	1088.718847 
104725 - 104721 	74.523238 
139139 - 139633 	3051.812022 
163132 - 154807 	1726.412436 
255479 - 200130 	1957.791534 
251125 - 265737 	4852.699982 
297150 - 296602 	314.939736 
2020820 - 299769 	6213.583874 
144538 - 144522 	1288.566503 
2008579 - 223003 	3547.567587 
186724 - 238977 	4951.207835 
270470 - 110040 	1562.104989 
2029895 - 127177 	2141.193466 
160376 - 140585 	840.212701 
227406 - 261872 	811.707017 
189394 - 273973 	1991.679344 
2015629 - 2015586 	448.640975 
2018247 - 2022092 	2851.015437 
191438 - 2022285 	2942.716446 
2033384 - 2033348 	244.672434 
2022372 - 278273 	1246.909031 
103557 - 110973 	628.059155 
301308 - 124498 	1922.953702 
144999 - 144998 	74.215977 
253035 - 255479 	4094.557464 
189595 - 264179 	1434.745863 
116511 - 273895 	1682.997008 
281590 - 279865 	318.396109 
224216 - 281354 	1811.899295 
288652 - 291287 	4386.399231 
2014042 - 2006876 	3978.197659 
174211 - 265754 	1805.387191 
221611 - 222263 	3162.724881 
277643 - 107615 	1478.444108 
198288 - 124985 	5344.766951 
138060 - 138077 	294.603670 
143185 - 153536 	1740.691673 
156941 - 156918 	2081.682994 
142046 - 154536 	388.100229 
147122 - 248875 	4433.151475 
236336 - 263506 	2441.899339 
106816 - 277537 	1366.671849 
226938 - 302125 	1618.672072 
121362 - 2008826 	3817.776256 
204712 - 2029895 	1676.864961 
138506 - 217660 	1019.346083 
117812 - 239184 	5022.749350 
170458 - 248652 	577.800088 
106211 - 106816 	1247.836422 
227406 - 118112 	794.848889 
134418 - 134402 	722.943476 
142375 - 142354 	1041.203667 
269837 - 186104 	2402.470442 
299636 - 198388 	3705.856477 
2022285 - 220955 	3975.429749 
207410 - 226259 	6847.850337 
168742 - 247067 	1631.354273 
129937 - 129772 	683.189844 
162810 - 141808 	448.471791 
167196 - 165679 	1120.242112 
153471 - 171654 	2011.925545 
144999 - 168533 	2155.607453 
190593 - 179451 	2541.740148 
2023811 - 2023868 	114.033708 
190831 - 216833 	6441.799555 
294408 - 302046 	3827.871427 
2010953 - 2010971 	462.538834 
2023889 - 2024035 	975.325355 
247806 - 245811 	611.588920 
103062 - 104085 	976.220884 
127313 - 127308 	312.859825 
128309 - 134921 	2777.534733 
157542 - 142050 	1600.523236 
289235 - 289275 	1782.935809 
147715 - 151554 	1673.847918 
195403 - 195427 	1466.331982 
206232 - 265083 	3062.568609 
261501 - 285602 	3713.836330 
191929 - 2013698 	5624.417191 
302046 - 2019042 	3409.787901 
219863 - 215925 	3771.806612 
189271 - 223045 	3471.703605 
243245 - 232226 	2925.872496 
292582 - 236207 	2427.806841 
2021556 - 242703 	1797.424207 
245578 - 245483 	58.134766 
255719 - 110600 	5579.390436 
168148 - 150898 	539.794142 
141173 - 160444 	1436.202898 
123230 - 187588 	915.339223 
115719 - 190068 	3054.382958 
259532 - 253581 	1579.191025 
132966 - 254906 	2682.288045 
254505 - 265080 	832.277291 
270212 - 269532 	1078.554933 
216420 - 273157 	1892.060660 
202408 - 2006785 	3554.197514 
2012741 - 2012704 	974.214769 
244245 - 2023172 	3253.337190 
294408 - 301225 	1631.225769 
285537 - 285383 	657.547108 
250354 - 2035797 	2619.194442 
247067 - 223206 	2116.643906 
2036037 - 234689 	2383.175661 
254906 - 236609 	3259.030269 
273728 - 238682 	4430.180970 
114074 - 113934 	745.269228 
245025 - 139139 	1863.708822 
147122 - 152613 	950.310488 
238406 - 193053 	2239.512128 
190157 - 198916 	1642.573274 
220417 - 283101 	465.909862 
288830 - 288849 	614.984023 
210818 - 294408 	3069.334227 
2022815 - 299959 	5687.825380 
306742 - 305493 	1245.033596 
2012704 - 2013194 	2879.528763 
245483 - 247806 	1511.112129 
227435 - 109846 	4047.253613 
126241 - 126238 	99.714996 
128974 - 129937 	664.684077 
193053 - 142059 	2713.605561 
168717 - 153471 	1909.231502 
150898 - 171170 	1833.026090 
265872 - 174211 	2530.244364 
219741 - 189394 	4332.240875 
225354 - 249022 	1731.270059 
2004473 - 2006027 	6447.116929 
2030294 - 217206 	1856.507703 
233396 - 248114 	638.926021 
124270 - 124203 	1308.296301 
233108 - 126256 	1432.292234 
164623 - 147715 	1586.760297 
144694 - 160603 	1821.996852 
171760 - 171747 	119.334888 
204167 - 256287 	1441.736405 
125635 - 347814 	2803.715827 
2012704 - 2012618 	3465.011433 
269532 - 2035880 	1207.730407 
217861 - 246527 	3101.553787 
101602 - 102678 	1729.247365 
104085 - 113117 	1238.261451 
189964 - 123507 	1104.429457 
296161 - 125050 	1946.576840 
162529 - 141173 	566.846827 
152431 - 144694 	1700.333106 
270623 - 190831 	5843.358197 
198515 - 198468 	627.398869 
102819 - 2001886 	1907.457987 
2011122 - 2014550 	589.926566 
279562 - 281348 	1844.974081 
213382 - 289878 	1961.782086 
